date,600016.SH,600028.SH,600050.SH,600196.SH,600276.SH,600340.SH,600547.SH,600585.SH,600887.SH,601066.SH,601088.SH,601166.SH,601186.SH,601288.SH,601328.SH,601336.SH,601390.SH,601668.SH,601688.SH,601888.SH
2021-01-06,-81,-33,98,0,-69,-52,93,26,0,97,1,0,98,1,-50,0,-83,96,0,0
2021-01-07,-15,0,91,0,12,0,5,50,44,99,95,86,87,22,-77,-65,-24,70,-28,-74
2021-01-08,-16,0,-88,0,-85,0,-26,-89,8,-88,-30,73,31,-29,-79,-82,62,63,-9,-77
2021-01-11,-9,0,-66,86,49,33,-56,97,-52,29,-67,7,26,19,-97,13,52,88,66,-56
2021-01-12,-48,0,-74,80,96,-33,-97,-7,0,-84,-81,8,76,29,-98,43,63,88,53,-85
2021-01-13,8,0,-52,-24,67,0,-70,56,0,-64,-24,17,35,98,-54,-47,86,68,91,41
2021-01-14,-52,0,-43,-82,79,18,-46,-37,0,-89,94,-67,71,12,-72,77,99,87,59,99
2021-01-15,0,0,83,79,0,22,74,-99,0,-64,-49,-29,76,0,-48,0,98,64,0,99
2021-01-18,-67,0,-98,60,-90,28,-56,36,0,49,-94,71,26,-65,59,37,3,96,-65,-99
2021-01-19,0,0,-50,0,8,93,-26,96,0,0,3,-23,-9,-7,0,-8,-64,0,0,93
2021-01-20,-55,0,77,-9,-60,97,-52,72,10,96,94,93,98,-82,23,27,51,72,-23,-38
2021-01-21,-50,84,91,0,67,3,69,0,-1,98,92,85,77,1,-87,-53,96,71,0,-47
2021-01-22,-52,-57,94,-99,-28,-93,0,77,4,0,-13,63,99,3,-74,0,86,97,0,9
2021-01-25,6,-27,-89,99,50,-74,-42,99,-2,-8,-3,96,95,9,-7,26,83,77,52,-99
2021-01-26,-97,0,24,-61,81,-94,-89,-29,48,4,58,-63,27,-17,-96,61,91,76,-28,-99
2021-01-27,53,0,-48,-65,92,0,93,-52,-49,-41,66,-29,61,90,-27,13,-19,15,-9,99
2021-01-28,-8,0,-17,81,79,72,93,14,-10,76,31,51,98,-7,96,52,82,-7,35,-84
2021-02-19,-66,0,99,98,0,-72,90,-70,0,-83,-51,0,-6,4,0,1,0,0,0,7
2021-02-22,-43,0,0,0,0,0,0,-89,0,-4,6,0,0,0,0,0,0,1,0,15
2021-02-23,-19,0,54,-90,0,0,0,0,0,-69,0,0,0,0,-66,0,0,0,-65,24
2021-02-24,-65,0,0,99,-60,0,0,-89,0,-16,98,0,96,-12,0,-3,-42,23,-10,16
2021-02-25,-96,0,99,3,51,0,49,-97,42,-28,94,29,97,73,33,-10,1,87,-79,-45
2021-02-26,0,15,-59,0,85,0,-31,0,-33,0,73,-44,99,-50,-91,73,0,-8,0,-1
2021-03-01,-58,-15,49,-99,20,0,22,83,28,28,96,74,92,22,-82,-20,48,18,29,-89
2021-03-02,0,0,0,97,96,0,-82,0,0,0,-29,-23,9,-37,-76,0,0,1,0,32
2021-03-03,-78,2,-98,0,-14,0,0,83,-37,0,0,0,0,0,-41,-3,0,0,-17,0
2021-03-04,-14,81,-14,-94,54,0,-33,5,0,-7,44,6,21,56,59,32,-72,88,-1,-89
2021-03-05,-66,70,-11,0,85,94,-88,94,0,-52,86,-19,61,52,-75,67,-89,58,22,-87
2021-03-08,-96,-72,0,0,48,0,0,99,0,0,-80,0,8,1,-74,-5,98,-6,0,98
2021-03-09,-88,-81,-96,-40,0,0,-64,0,0,0,0,-75,0,83,0,0,0,0,-99,26
2021-03-10,-48,0,0,0,0,-90,0,11,0,0,0,0,97,2,0,0,0,0,-25,0
2021-03-11,-27,0,-96,-97,0,98,0,-99,0,98,82,5,59,-38,70,84,1,-14,-53,0
2021-03-12,9,70,82,-22,-17,-16,61,-87,92,55,92,81,-85,28,17,74,75,95,1,-74
2021-03-15,-68,-70,97,74,-14,-60,-84,94,55,-72,53,54,15,-33,9,17,-75,25,-62,-80
2021-03-16,-49,50,38,-74,76,83,-83,-89,35,-31,-90,11,-10,58,69,59,-84,16,41,83
2021-03-17,-29,1,80,0,-21,-10,0,89,13,0,0,-24,1,-15,-95,93,93,-37,-14,0
2021-03-18,-77,46,0,0,0,-91,0,0,-65,0,0,0,-20,0,-12,0,0,-81,0,13
2021-03-19,-61,-45,-98,0,0,2,0,0,0,0,91,0,0,-31,0,-14,0,0,0,0
2021-03-22,-82,-15,4,0,-19,-10,78,13,92,70,99,-20,85,-53,20,74,62,75,72,-86
2021-03-23,-25,-37,69,0,0,0,98,0,0,-5,95,-5,79,-23,-88,0,89,5,-26,31
2021-03-24,-76,0,-41,0,0,0,0,97,82,-97,0,1,96,0,0,-21,0,-64,-52,-10
2021-03-25,-58,0,0,0,0,0,0,0,0,-19,0,0,0,11,-40,3,0,0,-34,5
2021-03-26,-85,0,0,0,0,0,-43,-57,-15,0,0,0,87,0,-80,95,0,-27,0,0
2021-03-29,-71,66,-19,0,0,0,0,-62,-42,0,0,0,0,0,0,0,0,-21,-30,18
